name,t,x,y,z,vx,vy,vz,E,L
Venus,1.32451e+09,-6.71159e+10,1.03317e+11,0,-26745,-22652.9,0,-1.97701e+35,3.14144e+43
Earth,1.32451e+09,1.47168e+11,-1.79896e+10,0,7742.27,28786,0,-1.97701e+35,3.14144e+43
Moon,1.32451e+09,1.47533e+11,-1.80734e+10,0,7966.68,29810.2,0,-1.97701e+35,3.14144e+43
Mars,1.32451e+09,-2.16522e+11,7.5748e+10,0,-5868.7,-23539.2,0,-1.97701e+35,3.14144e+43
Jupiter,1.32451e+09,-7.55211e+11,-1.57504e+11,0,2983.64,-12686.6,0,-1.97701e+35,3.14144e+43
Saturn,1.32451e+09,-1.24815e+12,7.36757e+11,0,-4777.06,-8287.34,0,-1.97701e+35,3.14144e+43
Uranus,1.32451e+09,-2.83136e+12,-6.17897e+10,0,200.156,-6850.37,0,-1.97701e+35,3.14144e+43
Neptune,1.32451e+09,-1.4998e+11,4.47713e+12,0,-5456.42,-214.14,0,-1.97701e+35,3.14144e+43
Sun,1.38758e+09,2.26902e+09,2.2653e+10,0,-11.5459,22.4924,0,-1.97701e+35,3.14144e+43
Mercury,1.38758e+09,-2.45809e+10,-2.65571e+10,0,42471.8,-24234.6,0,-1.97701e+35,3.14144e+43
Venus,1.38758e+09,-7.75882e+10,-5.00797e+10,0,23583.1,-25919.3,0,-1.97701e+35,3.14144e+43
Earth,1.38758e+09,1.46222e+11,-1.80782e+10,0,8105.78,28682.8,0,-1.97701e+35,3.14144e+43
Moon,1.38758e+09,1.46443e+11,-1.77667e+10,0,7267.6,29266.1,0,-1.97701e+35,3.14144e+43
Mars,1.38758e+09,-2.19388e+11,-2.1391e+10,0,4700.56,-23804.7,0,-1.97701e+35,3.14144e+43
Jupiter,1.38758e+09,-2.14604e+11,-7.25578e+11,0,12527.8,-3614.24,0,-1.97701e+35,3.14144e+43
Saturn,1.38758e+09,-1.43189e+12,1.66991e+11,0,-964.206,-9511.84,0,-1.97701e+35,3.14144e+43
Uranus,1.38758e+09,-2.78594e+12,-4.91218e+11,0,1237.28,-6740.27,0,-1.97701e+35,3.14144e+43
Neptune,1.38758e+09,-4.93333e+11,4.45034e+12,0,-5425.8,-634.876,0,-1.97701e+35,3.14144e+43
